Chemical,logFC,AveExpr,t,P.Value,adj.P.Val,B
C29.H57.N9,0.330101914,2.155882918,0.944273966,0.358562919,0.955096448,-4.60261853
X30...2..O.2.hydroxy.ethane..3.hydroxy.propane..hopane...9.919113,-0.36339175,-1.147203527,-0.94321102,0.359090369,0.955096448,-4.602712888
C4.H2.Cl2.O2.S2...2.980421,0.273465836,-0.194937055,0.940700304,0.36033834,0.955096448,-4.602935424
X256.4344.7.021951,-0.295822949,2.26062763,-0.939816736,0.360778232,0.955096448,-4.603013625
PS.18.1.9Z..22.2.13Z.16Z.....13.657028,-0.457326434,-1.236018874,-0.939479328,0.36094631,0.955096448,-4.603043472
TG.17.2.9Z.12Z..17.2.9Z.12Z..18.1.9Z...iso3....7.120072,0.368851714,0.931345236,0.938530642,0.361419181,0.955096448,-4.603127346
Chlorthiophos,0.265321086,-0.064540948,0.936996458,0.36218479,0.955096448,-4.603262839
TG.16.1.9Z..14.0.16.1.9Z...iso3.,-0.271034193,1.221247145,-0.935572418,0.362896425,0.955096448,-4.603388444
Isosorbide.2.mononitrate,-0.361185507,-1.28204333,-0.932945699,0.364211584,0.955096448,-4.603619724
X4.Carboxy.4..sulfoazobenzene,-0.243865501,0.883994169,-0.928947492,0.366219664,0.955096448,-4.60397075
C4.H2.Cl2.O2.S2...3.9038327,0.275949521,-0.971782932,0.928583431,0.366402886,0.955096448,-4.604002653
PS.22.0.18.2.9Z.12Z.....15.335313,0.2715873,0.301951555,0.927961015,0.366716276,0.955096448,-4.604057171
C4.H2.Cl2.O2.S2...3.2420006,0.26318,-0.203548148,0.927921125,0.366736367,0.955096448,-4.604060664
PS.18.0.22.0....12.81359,-0.284121064,-0.290085688,-0.926208649,0.367599581,0.955096448,-4.604210503
Neolinderatin,0.336385884,-1.610380636,0.922245844,0.369602425,0.955096448,-4.60455638
Trp.Ile.Lys...5.801658,-0.897107583,1.092758564,-0.920705508,0.370382923,0.955096448,-4.604690496
X820.6046.19.805687,0.337783014,-0.254073377,0.918515339,0.37149462,0.955096448,-4.604880878
X776.6227.14.09809,-0.262311507,-0.459491204,-0.91732635,0.372099079,0.955096448,-4.604984076
C4.H2.Cl2.O2.S2...3.8092778,0.257222786,-0.238804148,0.915758799,0.372897009,0.955096448,-4.605119966
C15.H6.O,0.3324496,-0.726067186,0.914607188,0.37348395,0.955096448,-4.605219677
C24.H42.N4.O5,0.180618607,0.653010534,0.912298647,0.374662423,0.955096448,-4.60541925
X846.6211.21.657501,0.421388393,-0.415150984,0.909704078,0.375989903,0.955096448,-4.605643059
PS.P.20.0.17.2.9Z.12Z.....19.51963,-0.349337221,-0.745429698,-0.909261086,0.376216871,0.955096448,-4.605681219
C56.H82.S2,0.345687943,-0.807125461,0.908589023,0.376561381,0.955096448,-4.605739083
PS.P.20.0.17.2.9Z.12Z.....20.018562,-0.348277471,0.205033727,-0.903744386,0.379051102,0.955096448,-4.606155164
C21.H50.N10.O2,-0.166993586,-1.003333889,-0.903540707,0.379156017,0.955096448,-4.606172617
PS.20.2.11Z.14Z..18.0....12.456214,0.300365086,-0.911244,0.901624757,0.380143879,0.955096448,-4.606336634
X846.6811.17.674192,-0.319805664,-0.716994646,-0.901070915,0.380429761,0.955096448,-4.606383992
PS.20.1.11Z..22.1.11Z.....16.79212,-0.301445871,-1.097447859,-0.90079786,0.380570759,0.955096448,-4.606407332
X5.Acetoxypalisadin.B,0.1996668,-0.122100663,0.895191701,0.383473382,0.955096448,-4.606885245
X267.8128.0.5271428,-0.319291693,-0.406112289,-0.894585908,0.38378792,0.955096448,-4.60693674
X.2S..5.7.3..4..Tetrahydroxyflavanone.7..6.galloylglucoside....0.89290625,0.27010615,-1.047317095,0.893168526,0.384524521,0.955096448,-4.607057112
C5.H5.Cl.O.S...18.441502,-0.319345907,0.78261983,-0.890996005,0.385655394,0.955096448,-4.607241308
Levobunolol.glucuronide,-0.29469315,-0.354568857,-0.890424394,0.385953306,0.955096448,-4.60728971
Diethyl..2R.3R..2.methyl.3.hydroxysuccinate,-0.192541443,-1.578903463,-0.887115309,0.387680948,0.955096448,-4.607569409
Epithienamycin.D,0.199847359,0.06354122,0.88559117,0.388478417,0.955096448,-4.607697946
C15.H10.O12,0.198382179,-0.127731975,0.885439896,0.388557627,0.955096448,-4.607710694
C12.H4.N4.O6,0.198159914,-0.12787518,0.884701048,0.388944656,0.955096448,-4.607772929
X776.6207.14.072083,-0.316021514,-0.782562325,-0.884471377,0.389065016,0.955096448,-4.607792266
C4.H2.Cl2.O2.S2...3.509106,0.249971071,-0.2287552,0.884439949,0.389081487,0.955096448,-4.607794912
C4.H2.Cl2.O2.S2...5.0470953,0.298484921,-0.343182127,0.8842435,0.38918446,0.955096448,-4.607811448
C7.H8.Cl2.N4,0.198414686,-0.141858348,0.882811058,0.38993585,0.955096448,-4.607931933
X30...2..O.2.hydroxy.ethane..3.hydroxy.propane..hopane...9.604686,-0.341698721,-0.8723563,-0.881796045,0.39046886,0.955096448,-4.608017209
DG.22.5.7Z.10Z.13Z.16Z.19Z..24.0.0.0....15.828389,0.283411007,-0.937313845,0.880419449,0.391192519,0.955096448,-4.608132734
Ins.1.P.Cer.d18.1.22.0....21.632645,-0.298323371,0.566302345,-0.879691148,0.391575738,0.955096448,-4.608193792
C4.H2.Cl2.O2.S2...2.2641177,0.303463314,-0.054324691,0.87914321,0.391864216,0.955096448,-4.608239702
C21.H50.N12.O4.S,0.30809635,-0.535550777,0.878782816,0.392054033,0.955096448,-4.608269885
DG.22.6.4Z.7Z.10Z.13Z.16Z.19Z..24.0.0.0....11.933679,-0.351812429,-0.615160393,-0.87854599,0.392178801,0.955096448,-4.608289714
X175.9383.0.50889474,-0.242200357,0.2733247,-0.878234947,0.392342709,0.955096448,-4.60831575
C3.H11.Cl.N4.S3...2.2826364,-0.314943207,0.709330289,-0.878079127,0.392424837,0.955096448,-4.60832879
Ins.1.P.Cer.d18.1.22.0....21.445885,0.317772321,0.60260277,0.877988888,0.392472405,0.955096448,-4.608336341
X30...2..O.2.hydroxy.ethane..3.hydroxy.propane..hopane...10.197467,-0.314351521,-0.621433775,-0.87491616,0.394094406,0.955096448,-4.608593073
PE.20.1.11Z..18.2.9Z.12Z.....22.428879,-0.297732964,-0.469013975,-0.874766611,0.394173462,0.955096448,-4.608605549
X763.5966.11.62897,-0.290627667,-0.924555387,-0.874411331,0.394361314,0.955096448,-4.608635181
C21.H16.N4.O17.S,0.196939243,-0.143316132,0.873994695,0.394581683,0.955096448,-4.608669918
X284.4167.8.080999,-0.308403941,2.138112216,-0.873649554,0.394764299,0.955096448,-4.608698683
DG.14.0.14.0.0.0.,-0.172042593,-1.42563077,-0.873634075,0.39477249,0.955096448,-4.608699973
C36.H47.N5.O2,-0.321703471,-2.144309605,-0.873310479,0.394943759,0.955096448,-4.608726933
X872.6984.16.6476,-0.290676393,0.517125541,-0.87225224,0.395504193,0.955096448,-4.608815043
PS.P.18.0.22.0....21.6379,0.251918293,0.463664625,0.871343347,0.395985953,0.955096448,-4.608890647
X530.473.9.50213,-0.340555364,-0.771346016,-0.87048976,0.396438751,0.955096448,-4.60896159
PS.P.18.0.22.0.,0.316202921,0.842434487,0.870093715,0.396648955,0.955096448,-4.608994487
X196.9135.0.30012503,0.190892193,-1.515726698,0.869057827,0.397199108,0.955096448,-4.609080471
Carmofur,0.395144007,-0.395376039,0.868982515,0.397239124,0.955096448,-4.609086719
Ethionamide,-0.725371826,-0.909699387,-0.868888282,0.397289199,0.955096448,-4.609094536
Bismuth.subsalicylate...0.49781087,0.193143321,-0.066372695,0.868598396,0.397443269,0.955096448,-4.609118579
X2.2..5.5..Tetrachlorobenzidine,0.19437335,-0.074725759,0.867872636,0.39782917,0.955096448,-4.609178744
C8.H9.Cl3.N4.S,0.192253329,-0.06877358,0.864129616,0.399823325,0.955096448,-4.609488369
Protopanaxadiol...18.752653,-0.297646764,-0.741234695,-0.864120232,0.399828332,0.955096448,-4.609489144
Glutaconic.acid,-0.278885971,0.158734904,-0.863906522,0.399942389,0.955096448,-4.609506788
C11.H24.N14,-0.223398389,2.041018425,-0.861506917,0.401224516,0.955096448,-4.609704654
X530.4738.10.133532,-0.336806264,-0.720137227,-0.860110176,0.401972045,0.955096448,-4.609819613
X4.Sulfobenzyl.alcohol,-0.220354613,0.29947508,-0.859695592,0.402194104,0.955096448,-4.609853706
PS.19.1.9Z..20.0.,-0.295097214,-0.518855929,-0.859117772,0.402503729,0.955096448,-4.609901199
Phosphoric.acid,0.191781807,-0.081863514,0.8588403,0.402652468,0.955096448,-4.609923996
PS.O.16.0.22.1.11Z.....14.744704,-0.282117921,-0.221968407,-0.857722911,0.40325181,0.955096448,-4.610015737
C4.H2.Cl2.O2.S2...2.4554734,0.290045079,-0.221861346,0.857546566,0.40334645,0.955096448,-4.610030207
C5.H6.Cl.N.S4...2.2593846,-0.296147314,0.41116333,-0.855482005,0.404455537,0.955096448,-4.610199421
Asn.Val.Ile,0.269038457,0.453023911,0.855014476,0.404706971,0.955096448,-4.610237693
C8.H12.Cl2.N2.O6.S3,0.336859379,0.874965496,0.854692844,0.404880002,0.955096448,-4.610264011
C22.H2.N2.O3.S3,0.191489721,-0.066589587,0.85420051,0.405144961,0.955096448,-4.610304282
C6.H7.Cl.O5.S2,-0.308291686,-0.07318295,-0.853852191,0.405332484,0.955096448,-4.610332761
X7.Methylguanine,-0.292705421,-1.470680748,-0.853457267,0.405545165,0.955096448,-4.610365039
C17.H34.O2,-0.225475617,1.363375144,-0.851642176,0.406523597,0.955096448,-4.610513228
C4.H4.Cl2.S3...3.7029998,-0.296053286,0.197581291,-0.850616204,0.407077331,0.955096448,-4.610596874
PE.18.3.6Z.9Z.12Z..18.0....15.743391,0.284582436,-0.65685603,0.850204664,0.407299584,0.955096448,-4.610630403
PS.20.2.11Z.14Z..22.2.13Z.16Z.....13.987666,-0.382778936,-1.257107714,-0.849478186,0.407692113,0.955096448,-4.610689556
Lenthionine...2.7068465,0.310749629,0.249979096,0.849410703,0.407728588,0.955096448,-4.610695049
Flufenacet,-0.305549071,-1.901839677,-0.848781738,0.408068648,0.955096448,-4.610746224
C19.H36.Cl2.O,0.2715084,0.3986384,0.847208133,0.40892025,0.955096448,-4.61087412
PS.O.16.0.22.1.11Z.....14.726077,0.285427829,-1.301746854,0.846790956,0.409146211,0.955096448,-4.610907993
C42.H85.Cl.N6.O10,-0.285145671,-0.846139768,-0.84550866,0.409841266,0.955096448,-4.611012022
Cerebroside.D...14.127478,-0.236981114,-0.768732495,-0.845193219,0.410012364,0.955096448,-4.611037592
Falcarinone,-0.305760193,-1.511905173,-0.843625416,0.410863448,0.955096448,-4.611164563
PA.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....22.167076,-0.290485514,-1.072520654,-0.843400416,0.410985683,0.955096448,-4.611182768
Ins.1.P.Cer.d18.1.22.0....20.939924,-0.368205824,-1.978800113,-0.841280438,0.412138557,0.955096448,-4.611354102
X1.2.Bis.chloromethoxy.ethane,0.188457529,-0.158749434,0.841081634,0.412246777,0.955096448,-4.611370151
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.195562,-0.3310621,-0.699126116,-0.839885964,0.412898033,0.955096448,-4.611466604
DG.22.3.10Z.13Z.16Z..22.2.13Z.16Z..0.0..iso2....12.429776,0.306683757,0.876405516,0.839038387,0.413360094,0.955096448,-4.611534906
C41.H81.Cl.N10.O6,0.240281471,0.287221713,0.838628414,0.413583712,0.955096448,-4.611567923
C41.H79.Cl.N10.O6,0.277058414,-0.347154975,0.838116443,0.413863075,0.955096448,-4.611609135
PS.22.1.11Z..18.0....16.708002,-0.1716426,-0.293478332,-0.837543987,0.414175587,0.955096448,-4.611655191
TG.16.1.9Z..16.1.9Z..16.1.9Z.....22.606615,-0.286520514,0.259876111,-0.837096325,0.414420078,0.955096448,-4.611691189
C4.H2.Cl2.O2.S2...5.064294,0.233891029,-0.228815663,0.832560138,0.416902779,0.955096448,-4.612055032
Diflubenzuron...1.2086155,0.3010219,-0.783698596,0.831918345,0.417254811,0.955096448,-4.612106375
Galabiosylceramide..d18.1.9Z.18.1.,-0.277258914,-1.011293211,-0.828646631,0.419052363,0.955096448,-4.612367585
X280.5911.6.592666,-0.284449214,1.526038914,-0.827809114,0.419513313,0.955096448,-4.612434311
X4.Hydroxy.desmethylclobazam,-0.2995912,0.235273127,-0.825437089,0.420820585,0.955096448,-4.612622983
PI.20.0.16.0.,0.284610857,-0.801523459,0.825420784,0.420829579,0.955096448,-4.612624278
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.566085,-0.307767036,1.082863271,-0.823516745,0.421880837,0.955096448,-4.61277539
PS.20.1.11Z..22.1.11Z.....16.858032,-0.271320336,-0.421864566,-0.822545432,0.422417766,0.955096448,-4.612852363
C3.H2.Cl3.N5.S...2.7441287,0.15965795,-0.10089567,0.82237902,0.4225098,0.955096448,-4.612865543
PI.18.0.0.0.,0.324710557,0.722533991,0.822081065,0.422674616,0.955096448,-4.612889135
C6.H3.Cl3.O3.S2,0.323468386,0.84934933,0.822042126,0.422696158,0.955096448,-4.612892218
DG.14.0.14.1.9Z..0.0.,0.172538685,-1.089621798,0.819331715,0.42419738,0.955096448,-4.613106487
X3.1...OH.2...Carotene,-0.289782656,0.424053984,-0.81912017,0.424314692,0.955096448,-4.613123185
DG.15.0.16.1.9Z..0.0.,-0.22488362,2.039508738,-0.818846621,0.424466419,0.955096448,-4.613144772
PS.19.1.9Z..20.0....17.768778,0.230716007,-0.178667088,0.818190602,0.424830428,0.955096448,-4.613196517
X6.Hydroxyluteolin.6.sulfate,-0.191284494,0.033993577,-0.815141814,0.426524741,0.955096448,-4.613436529
C20.H15.Cl.N4.O6.S5,0.2712001,-0.337738704,0.814028231,0.427144668,0.955096448,-4.613524004
SC.560,-0.212412921,0.862703007,-0.813974949,0.427174345,0.955096448,-4.613528187
PE.18.3.6Z.9Z.12Z..18.0....15.489805,-0.372815464,0.566596371,-0.813608826,0.427378298,0.955096448,-4.613556923
C14.H27.Cl.N2.O5,0.166812186,0.921627746,0.810398307,0.429169411,0.955096448,-4.613808436
N..2.hydroxyethyl.hexacosanamide...19.067202,-0.3009067,-0.522849489,-0.810214114,0.429272314,0.955096448,-4.61382284
Lys.Arg.Gln,0.133270712,0.45034736,0.809117892,0.429885067,0.955096448,-4.613908506
C28.H58.O3.S,-0.154262929,-0.985903054,-0.808837021,0.430042154,0.955096448,-4.61393044
C21.H50.N10.O2...14.17454,-0.151794757,-0.990065155,-0.806945785,0.431100844,0.955096448,-4.614077957
X801.5922.16.450857,-0.2709009,0.400646411,-0.806803706,0.431180445,0.955096448,-4.614089028
PI.20.2.11Z.14Z..18.2.9Z.12Z..,-0.289129457,0.74247675,-0.806750401,0.431210311,0.955096448,-4.614093181
C9.H18.N2.S,0.266075686,-1.145174832,0.804264379,0.432604688,0.955096448,-4.614286602
C8.H22.N6.S,-0.186301664,0.379480502,-0.801589715,0.434108051,0.955096448,-4.614494129
Fenson,0.233255528,0.656283195,0.800705634,0.434605696,0.955096448,-4.614562594
X509.3232.6.5731053,0.219176593,0.274078536,0.799815642,0.435107031,0.955096448,-4.614631452
C3.H12.N4.O.S2,-0.150945757,-1.001534343,-0.797507114,0.436409131,0.955096448,-4.614809753
LysoPE.22.0.0.0.,-0.266032896,0.761248186,-0.796688644,0.436871369,0.955096448,-4.614872862
PA.O.20.0.22.4.7Z.10Z.13Z.16Z..,-0.347270868,-2.00160993,-0.795826726,0.437358476,0.955096448,-4.61493926
C3.H2.Cl3.N5.S...3.1280584,-0.178792221,0.81935007,-0.793959103,0.438415123,0.955096448,-4.615082923
DG.22.5.7Z.10Z.13Z.16Z.19Z..24.0.0.0....15.416811,0.263690721,-0.854899932,0.793642798,0.438594238,0.955096448,-4.615107225
PE.17.0.23.0..U....19.30354,0.280756586,0.324847779,0.792434012,0.439279163,0.955096448,-4.615200021
PS.20.2.11Z.14Z..22.2.13Z.16Z.....15.579114,0.233113271,-0.629365902,0.792334801,0.439335408,0.955096448,-4.615207632
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.669449,-0.267500686,-1.449502191,-0.79162652,0.439737081,0.955096448,-4.615261943
C28.H62.Cl.N7...13.976201,0.272306714,0.448554464,0.791579289,0.439763873,0.955096448,-4.615265563
PI.18.0.20.0....17.723284,-0.266222093,-1.137838059,-0.791076069,0.440049404,0.955096448,-4.615304122
C46.H76.N10.O5,0.226207186,-1.436430813,0.790453533,0.440402797,0.955096448,-4.615351795
C49.H65.N5...15.506526,0.225975443,0.259716689,0.789418769,0.44099059,0.955096448,-4.615430964
C4.H2.Cl2.O2.S2...4.848875,0.269072979,-0.091813116,0.786541461,0.442627612,0.955096448,-4.615650634
X2.2.Dimethyl.3.4.bis.4.methoxyphenyl..2H.1.benzopyran.7.ol.acetate,-0.154789529,-0.956388779,-0.786309621,0.442759681,0.955096448,-4.615668304
X763.5933.11.878692,-0.2942076,0.039622075,-0.786296802,0.442766984,0.955096448,-4.615669281
C16.H30.O2,-0.258517556,1.904838618,-0.785421863,0.443265624,0.955096448,-4.615735924
Plastoquinol.9...14.323231,-0.146379371,-1.008235013,-0.784247802,0.443935288,0.955096448,-4.61582525
C28.H62.Cl.N7...10.059399,-0.337394239,0.361887213,-0.783476069,0.444375814,0.955096448,-4.615883902
Cys.Cys.Cys...1.3100605,0.242630171,0.456717136,0.782245672,0.445078722,0.955096448,-4.615977311
PS.18.0.22.0....13.398458,-0.349317974,0.132120288,-0.781578329,0.445460256,0.955096448,-4.616027921
C5.H6.Cl.N.S4...1.9444118,-0.272386321,-0.723111007,-0.780972716,0.445806672,0.955096448,-4.616073816
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.3886385,-0.283430914,-1.702616993,-0.779767573,0.446496526,0.955096448,-4.616165056
PS.20.2.11Z.14Z..22.2.13Z.16Z.....14.394475,0.2457961,-0.837123605,0.779679643,0.446546884,0.955096448,-4.616171708
DG.22.6.4Z.7Z.10Z.13Z.16Z.19Z..24.0.0.0....11.8365,0.2534762,0.097181414,0.77828418,0.447346566,0.955096448,-4.616277194
PE.17.0.23.0..U....20.311695,0.353324864,-0.917120943,0.77560945,0.448881826,0.955096448,-4.616478924
bacteriohopane..32.33.34.triol.35.cyclitol,0.291850793,-0.197258005,0.775489774,0.448950595,0.955096448,-4.616487936
PS.22.2.13Z.16Z..20.1.11Z..,-0.264787943,-1.011813541,-0.775039127,0.449209606,0.955096448,-4.61652186
C42.H81.Cl.N8.S...11.844046,0.299564714,0.171009436,0.773844847,0.449896471,0.955096448,-4.616611682
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....18.697544,-0.150221307,-0.991186861,-0.773168896,0.450285518,0.955096448,-4.616662467
C8.H.Cl.O...18.244781,0.257629979,0.228015505,0.772436313,0.450707396,0.955096448,-4.616717463
C4.H2.Cl2.O2.S2...2.0478234,-0.25774645,-0.197907421,-0.772168688,0.450861575,0.955096448,-4.616737543
PS.22.0.18.2.9Z.12Z.....15.234376,-0.266121636,-0.824734184,-0.77097001,0.451552538,0.955096448,-4.616827405
PS.20.2.11Z.14Z..22.2.13Z.16Z.....14.081839,0.271063579,-1.173521143,0.770457748,0.451848024,0.955096448,-4.616865771
Methanophenazine...12.621335,0.147094057,0.294911755,0.770413896,0.451873325,0.955096448,-4.616869055
C14.H22.O,0.208052356,0.550912269,0.770186118,0.452004756,0.955096448,-4.616886106
C50.H75.N5.O3,-0.316022779,-0.324362238,-0.770082142,0.45206476,0.955096448,-4.616893888
MID42471.1..25.dihydroxy.25.25.diphenyl.26.27.dinorvitamin.D3...1..25.dihydroxy.25.25.diphenyl.26.27...6.0681005,0.148714714,-1.332705438,0.769992384,0.452116563,0.955096448,-4.616900606
C3.H2.Cl3.N5.S...2.005652,-0.270560093,-1.476934243,-0.769339291,0.452493596,0.955096448,-4.616949462
C48.H86.Cl.N9.O3,0.301816743,0.886727473,0.768839851,0.452782055,0.955096448,-4.616986799
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....12.612332,0.278068588,-0.947196594,0.767937538,0.453303488,0.955096448,-4.617054201
DG.14.1.9Z..18.0.0.0....7.7183337,0.141175071,-0.717612,0.766233253,0.454289377,0.955096448,-4.617181322
PE.17.0.23.0..U....19.295795,0.258188586,-0.878041145,0.766028868,0.454407698,0.955096448,-4.617196551
PS.20.2.11Z.14Z..22.2.13Z.16Z.....15.554423,-0.145101757,-1.732752666,-0.765858327,0.45450644,0.955096448,-4.617209255
X147.9732.10.520399,-0.260313621,1.433428061,-0.764514209,0.455285141,0.955096448,-4.617309295
C5.H3.Cl3.N2,0.25869465,-0.601837575,0.764376908,0.455364731,0.955096448,-4.617319506
C42.H64.N2,-0.143632436,-1.073256529,-0.76286683,0.456240651,0.955096448,-4.617431698
C10.H26.N6.O.S,0.148819586,1.326441686,0.762166771,0.45664707,0.955096448,-4.617483644
PE.20.1.11Z..18.2.9Z.12Z.....21.95094,-0.34286125,-0.664549436,-0.761709986,0.456912377,0.955096448,-4.617517517
DG.18.3.6Z.9Z.12Z..15.0.0.0.,-0.144617464,-0.7167937,-0.761596323,0.456978409,0.955096448,-4.617525942
C35.H77.Cl.N16.O4,-0.32724151,-2.027111207,-0.760914124,0.45737485,0.955096448,-4.61757649
PS.22.0.18.2.9Z.12Z..,0.344729871,0.3971529,0.760767918,0.457459841,0.955096448,-4.617587318
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.9736,-0.257937593,-1.194447416,-0.757997403,0.459072199,0.955096448,-4.61779216
C12.H26.O8,0.163154686,0.370358632,0.757130016,0.459577707,0.955096448,-4.617856157
C3.H12.N4.O.S2...5.179667,-0.141662336,-1.00013198,-0.756322462,0.460048651,0.955096448,-4.617915682
PS.20.2.11Z.14Z..18.0....12.32418,-0.280436814,-0.476614913,-0.75602642,0.460221369,0.955096448,-4.61793749
Oxethazaine,-0.14139155,-1.222482493,-0.755599712,0.46047039,0.955096448,-4.61796891
X776.6192.13.931616,-0.2669441,-0.574094552,-0.755305367,0.460642213,0.955096448,-4.617990574
Galabiosylceramide..d18.1.9Z.18.1....17.630156,-0.254886464,-1.035082407,-0.75497722,0.460833815,0.955096448,-4.618014718
X820.6061.20.197039,-0.254988543,-0.407787513,-0.753368139,0.461774044,0.955096448,-4.618132975
C26.H52.Cl2.S,-0.259672607,-1.160271534,-0.752510913,0.462275422,0.955096448,-4.618195885
PA.22.4.7Z.10Z.13Z.16Z..22.0....13.704647,0.254748,0.032852464,0.752358259,0.462364742,0.955096448,-4.618207081
C19.H19.Cl.N4.O3.S5,-0.152461578,0.139578654,-0.752341185,0.462374733,0.955096448,-4.618208333
PE.18.3.6Z.9Z.12Z..18.0....15.545774,-0.327563214,-0.930033859,-0.749833815,0.463843349,0.955096448,-4.618391949
DG.22.3.10Z.13Z.16Z..22.2.13Z.16Z..0.0..iso2....12.311179,0.2867155,0.050199836,0.745489619,0.466394539,0.955096448,-4.618708805
X193.0312.0.7694782,0.276240879,-0.175127318,0.745007828,0.466678,0.955096448,-4.618743847
PS.20.1.11Z..22.1.11Z.....16.696861,-0.308762436,0.006096189,-0.743902419,0.467328762,0.955096448,-4.61882417
TG.17.0.17.1.9Z..18.3.9Z.12Z.15Z...iso6....17.40496,0.248229771,-0.454067991,0.742724032,0.468023092,0.955096448,-4.618909681
C21.H50.N10.O2...14.027917,-0.138818907,-1.015621279,-0.740953393,0.469067561,0.955096448,-4.619037945
X282.4016.7.15561,0.223367714,-1.287665302,0.740460898,0.469358325,0.955096448,-4.619073573
PS.18.1.9Z..22.1.11Z.....15.338824,0.273613479,0.362145537,0.740443378,0.469368671,0.955096448,-4.61907484
C19.H22.N8.O8.S5,-0.304223986,0.427865382,-0.738642734,0.470432695,0.955096448,-4.619204923
C42.H86.Cl.N.O.S3,0.264603743,0.102369521,0.738237278,0.470672485,0.955096448,-4.619234176
C42.H85.Cl2.N3.S2,-0.143820643,-0.770577923,-0.737291684,0.471232002,0.955096448,-4.619302344
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....18.569042,0.135176664,0.922065414,0.736192653,0.471882814,0.955096448,-4.619381476
C28.H62.Cl.N7...10.153539,0.250951114,-0.456179577,0.735532213,0.472274166,0.955096448,-4.619428979
X12.tetradecynoic.acid...13.873001,-0.216072936,-0.961943632,-0.734541212,0.472861762,0.955096448,-4.619500188
C51.H67.N5,0.238608614,-0.203491591,0.734479071,0.472898622,0.955096448,-4.619504651
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....18.354567,0.137281686,0.846615607,0.73386658,0.473262024,0.955096448,-4.619548616
PS.21.0.20.4.5Z.8Z.11Z.14Z.....14.95019,-0.276757607,-1.14291827,-0.732694819,0.473957719,0.955096448,-4.619632636
X4.Methyl.undecanoic.acid,-0.270418036,0.740351748,-0.731253547,0.474814269,0.955096448,-4.619735819
Cerebroside.D...16.924728,0.327771036,0.682873721,0.730905392,0.475021317,0.955096448,-4.619760717
mucic.acid...0.63822854,0.157270136,-0.15064475,0.730505074,0.475259453,0.955096448,-4.619789333
IPSP,0.152753867,0.130946018,0.729767188,0.475698586,0.955096448,-4.619842043
Isosorbide.2.mononitrate...0.6504444,0.277053429,-0.516018577,0.727394986,0.477111982,0.955096448,-4.620011179
C3.H.Cl2.N3.O4.S...3.6980832,0.143598221,-0.988763861,0.726399177,0.477706048,0.955096448,-4.620082034
C5.H6.Cl.N.S4...1.7723463,-0.285198557,-0.221963296,-0.725960669,0.477967787,0.955096448,-4.620113208
PA.22.2.13Z.16Z..22.0.,-0.284924136,-0.542271345,-0.724473832,0.478855897,0.955096448,-4.620218786
C28.H47.Cl,0.256127914,-1.197299066,0.724395693,0.478902598,0.955096448,-4.62022433
X.2S..5.7.3..4..Tetrahydroxyflavanone.7..6.galloylglucoside....0.8821819,0.140841357,-0.6093408,0.724324717,0.47894502,0.955096448,-4.620229364
PS.20.1.11Z..22.1.11Z.....16.869999,-0.272380771,-1.463934034,-0.723178944,0.479630155,0.955096448,-4.620310579
PS.22.1.11Z..18.0.,0.257477171,0.823330852,0.723119027,0.479665999,0.955096448,-4.620314823
C18.H30.O2,-0.18810472,1.925183021,-0.722026748,0.480319718,0.955096448,-4.620392134
Hydroxymethylphosphonate,0.155817746,0.106013496,0.720956483,0.480960776,0.955096448,-4.620467787
C3.H12.N4.O.S2...5.0472503,-0.133285357,-1.017014,-0.719533048,0.481814162,0.955096448,-4.62056825
PI.18.0.20.0....17.545,0.273324786,-0.066063268,0.717234831,0.483193899,0.955096448,-4.620730082
PS.18.0.22.0....13.133856,-0.314052238,-1.55818614,-0.715493131,0.484241089,0.955096448,-4.620852422
PA.22.4.7Z.10Z.13Z.16Z..22.0.,-0.275316814,-0.174179055,-0.712304689,0.486161607,0.955096448,-4.621075699
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....13.076404,-0.340308644,-1.854956232,-0.711792101,0.486470777,0.955096448,-4.621111511
X868.5734.12.870181,0.26940055,-0.859311223,0.710658939,0.487154662,0.955096448,-4.621190599
C30.H56.N2.S,0.24650435,-1.065944834,0.710413597,0.487302806,0.955096448,-4.621207708
PE.18.3.6Z.9Z.12Z..18.0....15.283295,-0.285133879,-0.880464863,-0.710393571,0.487314899,0.955096448,-4.621209105
Methanophenazine,-0.134300336,1.352129839,-0.709390774,0.487920696,0.955096448,-4.621278978
X872.6991.17.539934,-0.327698514,-0.773367611,-0.708758754,0.488302732,0.955096448,-4.621322971
Ins.1.P.Cer.d18.1.22.0....21.448793,0.157812294,-0.919147818,0.708606491,0.488394796,0.955096448,-4.621333564
C45.H94.N2.O7.S3,0.245931117,-1.260939932,0.70816761,0.488660219,0.955096448,-4.621364087
